Order_ID,Order_Date,Delivery_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount,Shipping_Charge,GST,Total_Amount,Payment_Mode,Payment_Status,Delivery_Partner,Delivery_Status,Return_Reason,Customer_Rating
ORD000137,14-05-2024,20-05-2024,C124,Customer 191,Male,20,Delhi,Delhi,P104,Bottle,Home & Kitchen,Lakme,2,125099,1000,370,18,294490.24,Wallet,Pending,Blue Dart,Returned,Wrong Product,3
ORD000138,31-05-2025,,C344,Customer 453,Female,69,Chennai,Tamil Nadu,P144,Sugar,Grocery,Apple,1,83943,500,214,12,93695.84,Google Pay,,Ecom Express,In Transit,,5
ORD000139,24-05-2024,28-05-2024,C308,Customer 361,Female,19,Pune,Maharashtra,P089,Cricket Bat,Sports,LG,1,64267,0,255,5,67748.1,Card,Pending,xpressbees,Delivered,,4
ORD000140,23-07-2025,29-07-2025,C281,Customer 433,Female,32,Chennai,Tamil Nadu,P166,Rice,Grocery,Samsung,2,66508,1000,393,12,148298.08,Card,,Delhivery,Returned,Damaged,5
ORD000141,06-01-2024,11-01-2024,C141,Customer 231,Male,28,pune,Maharashtra,P188,Bottle,Home & Kitchen,LG,2,42139,1000,212,5,87664.5,COD,Paid,Delhivery,Returned,Size Issue,3
ORD000142,24-05-2024,,C193,Customer 403,Female,67,Pune,Maharashtra,P167,Phone,Electronics,Apple,1,113589,0,29,18,134069.24,Wallet,,Ecom Express,In Transit,,5
ORD000143,23-10-2025,30-10-2025,C421,Customer 491,Female,40,Pune,Maharashtra,P033,T-Shirt,Fashion,Apple,2,55851,5000,134,5,112177.8,COD,Paid,XpressBees,Delivered,,4
ORD000144,17-04-2024,,C279,Customer 120,Female,32,Hyderabad,Telangana,P066,Oil,Grocery,Puma,1,126840,0,130,18,149824.6,Wallet,,Ecom Express,In Transit,,5
ORD000145,01-12-2024,04-12-2024,C400,Customer 220,Female,29,Mumbai,Maharashtra,P138,Bottle,Home & Kitchen,Samsung,2,87554,1000,102,12,195115.2,Card,,Blue Dart,Returned,Damaged,3
ORD000146,20-03-2024,27-03-2024,C419,Customer 179,Male,28,pune,Maharashtra,P115,Laptop,Electronics,Apple,3,20969,5000,495,18,68914.36,Card,Pending,xpressbees,Returned,Wrong Product,
ORD000147,24-04-2025,26-04-2025,C378,Customer 465,Female,69,Bengaluru,Karnataka,P018,Face Wash,Beauty,LG,5,29686,1000,11,18,173980.38,Wallet,Paid,Delhivery,Delivered,,3
ORD000148,04-02-2024,05-02-2024,C335,Customer 495,Male,48,Pune,Maharashtra,P123,Yoga Mat,Sports,Lakme,2,117826,0,181,12,264132.96,COD,Pending,Ecom Express,Returned,Damaged,4
ORD000149,05-06-2024,10-06-2024,C057,Customer 359,Female,44,Bengaluru,Karnataka,P020,Sugar,Grocery,LG,4,122722,5000,234,12,544456.64,Net Banking,Pending,Blue Dart,Returned,Damaged,3
ORD000150,14-03-2024,,C447,Customer 101,Female,23,pune,Maharashtra,P095,Cricket Bat,Sports,Puma,2,125994,0,13,12,282241.12,COD,,Ecom Express,Cancelled,,5
ORD000151,05-03-2025,06-03-2025,C122,Customer 137,Male,19,Bengaluru,Karnataka,P144,Shoes,Fashion,Boat,2,117526,5000,3,18,271464.9,Net Banking,Pending,xpressbees,Delivered,,3
ORD000152,19-06-2024,24-06-2024,C366,Customer 350,Male,58,Delhi,Delhi,P051,Laptop,Electronics,Apple,5,114228,5000,390,12,634513.6,Google Pay,,Delhivery,Delivered,,
ORD000153,20-02-2024,21-02-2024,C479,Customer 206,Female,45,Delhi,Delhi,P074,Shampoo,Beauty,LG,3,104158,1000,387,5,327454.05,Wallet,,Ecom Express,Delivered,,3
ORD000154,06-12-2025,,C065,Customer 321,Male,42,Mumbai,Maharashtra,P093,Lipstick,Beauty,Puma,5,95955,0,41,18,566182.88,UPI,Paid,XpressBees,Cancelled,,4
ORD000155,21-10-2025,24-10-2025,C241,Customer 362,Female,59,Delhi,Delhi,P146,Laptop,Electronics,Boat,4,90625,5000,89,5,375468.45,COD,Paid,Delhivery,Returned,Damaged,3
ORD000156,30-12-2025,,C399,Customer 489,Female,28,Bengaluru,Karnataka,P051,Yoga Mat,Sports,Samsung,3,24228,500,67,5,75863.55,Card,,Ecom Express,Cancelled,,4
ORD000157,10-11-2024,17-11-2024,C094,Customer 105,Female,30,Chennai,Tamil Nadu,P027,Sugar,Grocery,Boat,3,49561,5000,337,5,151221,Wallet,,XpressBees,Delivered,,3
ORD000158,05-11-2025,10-11-2025,C306,Customer 41,Female,70,Chennai,Tamil Nadu,P035,Yoga Mat,Sports,Nike,3,789,5000,475,12,-2416.96,Google Pay,Pending,Delhivery,Delivered,,5
ORD000159,24-05-2024,30-05-2024,C022,Customer 172,Female,58,Delhi,Delhi,P120,Shampoo,Beauty,Lakme,1,81108,500,390,5,85047.9,Wallet,,Delhivery,Returned,Wrong Product,4
ORD000160,09-09-2025,11-09-2025,C086,Customer 425,Female,26,pune,Maharashtra,P098,Oil,Grocery,Samsung,1,140200,0,250,12,157304,UPI,Paid,XpressBees,Delivered,,3
ORD000161,10-04-2024,16-04-2024,C130,Customer 58,Female,62,pune,Maharashtra,P020,Sugar,Grocery,Puma,2,78073,1000,295,5,163213.05,Wallet,,Delhivery,Returned,Damaged,5
ORD000162,17-05-2025,,C209,Customer 208,Female,33,Pune,Maharashtra,P170,Shampoo,Beauty,Samsung,4,123362,1000,211,12,551778.08,Net Banking,Paid,Delhivery,Cancelled,,4
ORD000163,10-08-2025,14-08-2025,C489,Customer 318,Female,52,Delhi,Delhi,P146,Face Wash,Beauty,Apple,3,39623,500,170,12,132763.68,Card,Pending,Delhivery,Delivered,,3
ORD000164,12-06-2024,15-06-2024,C296,Customer 160,Female,41,Delhi,Delhi,P101,Mixer,Home & Kitchen,Apple,5,74532,0,244,18,440026.72,Wallet,,Blue Dart,Delivered,,3
ORD000165,06-12-2024,,C230,Customer 346,Female,49,Chennai,Tamil Nadu,P133,Phone,Electronics,Boat,2,53960,1000,67,18,126244.66,Wallet,,xpressbees,In Transit,,3
ORD000166,14-01-2024,,C275,Customer 170,Female,59,Mumbai,Maharashtra,P020,Earbuds,Electronics,LG,3,93502,5000,16,5,289298.1,Google Pay,Pending,Ecom Express,Cancelled,,4
ORD000167,18-11-2024,,C199,Customer 428,Female,59,Chennai,Tamil Nadu,P132,Laptop,Electronics,Nike,5,64220,5000,244,18,373285.92,Wallet,Paid,Delhivery,Cancelled,,4
ORD000168,29-11-2024,,C082,Customer 199,Male,64,Delhi,Delhi,P041,Earbuds,Electronics,Boat,5,29719,500,229,18,175022.32,Wallet,,Ecom Express,Cancelled,,3
ORD000169,21-11-2025,,C461,Customer 112,Male,19,Bengaluru,Karnataka,P194,Cricket Bat,Sports,Nike,4,122561,1000,211,5,513927.75,UPI,Pending,Ecom Express,Cancelled,,3
ORD000170,27-11-2025,,C100,Customer 364,Female,57,Bengaluru,Karnataka,P083,Laptop,Electronics,LG,5,21562,5000,146,5,108103.8,UPI,Paid,XpressBees,Cancelled,,4
ORD000171,05-06-2024,,C080,Customer 480,Female,62,Pune,Maharashtra,P123,Football,Sports,Nike,5,91315,0,45,18,538811.6,Wallet,,Blue Dart,In Transit,,5
ORD000172,17-04-2024,22-04-2024,C273,Customer 162,Male,21,Hyderabad,Telangana,P109,Rice,Grocery,Puma,1,35751,500,16,5,37030.35,Net Banking,Pending,xpressbees,Returned,Size Issue,5
ORD000173,15-11-2024,,C027,Customer 185,Male,35,Delhi,Delhi,P145,Bottle,Home & Kitchen,Samsung,2,88774,500,203,5,186113.55,Net Banking,,Blue Dart,Cancelled,,4
ORD000174,11-11-2025,15-11-2025,C254,Customer 146,Female,67,pune,Maharashtra,P055,Lipstick,Beauty,Samsung,1,104999,0,107,5,110361.3,COD,,xpressbees,Delivered,,3
ORD000175,10-09-2024,16-09-2024,C134,Customer 188,Male,30,Delhi,Delhi,P042,Lipstick,Beauty,Nike,2,47157,500,243,18,110987.26,Card,Paid,Ecom Express,Returned,Damaged,5
ORD000176,14-10-2024,17-10-2024,C031,Customer 67,Male,42,pune,Maharashtra,P170,Face Wash,Beauty,Samsung,5,101862,5000,268,12,565127.36,COD,,xpressbees,Returned,Damaged,
ORD000177,15-02-2025,18-02-2025,C119,Customer 476,Male,35,Hyderabad,Telangana,P116,Jeans,Fashion,Nike,1,138324,5000,415,18,157812.02,COD,Paid,xpressbees,Returned,Damaged,4
ORD000178,06-02-2024,,C221,Customer 305,Male,46,Bengaluru,Karnataka,P047,T-Shirt,Fashion,Nike,1,10081,5000,349,12,6081.6,COD,,Ecom Express,In Transit,,3
ORD000179,10-03-2024,16-03-2024,C239,Customer 387,Male,44,Hyderabad,Telangana,P012,Cricket Bat,Sports,Puma,4,110691,1000,51,5,463905.75,Wallet,Paid,XpressBees,Delivered,,3
ORD000180,23-01-2025,,C396,Customer 134,Male,63,Bengaluru,Karnataka,P011,Jeans,Fashion,Apple,1,110288,5000,267,12,118221.6,Google Pay,,Ecom Express,In Transit,,5
ORD000181,27-04-2025,04-05-2025,C152,Customer 202,Female,57,Delhi,Delhi,P174,Earbuds,Electronics,LG,1,50494,5000,96,5,47869.5,COD,,XpressBees,Delivered,,5
ORD000182,06-10-2024,,C352,Customer 124,Male,34,pune,Maharashtra,P058,Laptop,Electronics,Samsung,5,79734,500,336,18,470237.08,UPI,Pending,xpressbees,Cancelled,,4
ORD000183,22-07-2025,26-07-2025,C118,Customer 97,Female,67,Chennai,Tamil Nadu,P153,Jeans,Fashion,Nike,3,18256,500,159,12,60958.24,Wallet,,Ecom Express,Delivered,,3
ORD000184,31-12-2025,,C261,Customer 207,Male,45,Mumbai,Maharashtra,P035,Laptop,Electronics,Lakme,5,41674,5000,156,5,213702.3,Card,Pending,Blue Dart,Cancelled,,4
ORD000185,01-09-2024,,C079,Customer 342,Female,39,Bengaluru,Karnataka,P134,Face Wash,Beauty,Apple,4,117106,0,400,5,492265.2,UPI,Paid,xpressbees,Cancelled,,5
ORD000186,14-05-2024,16-05-2024,C176,Customer 241,Male,65,pune,Maharashtra,P135,Lipstick,Beauty,Samsung,5,90540,0,303,12,507363.36,Google Pay,Pending,Delhivery,Returned,Wrong Product,3
ORD000187,10-06-2024,12-06-2024,C413,Customer 54,Male,27,Mumbai,Maharashtra,P013,Earbuds,Electronics,Boat,2,100683,0,98,12,225639.68,Google Pay,Pending,Ecom Express,Returned,Wrong Product,3
ORD000188,17-03-2025,,C066,Customer 225,Female,21,Mumbai,Maharashtra,P170,Phone,Electronics,LG,4,146159,1000,216,18,688945.36,Net Banking,Paid,Ecom Express,Cancelled,,4
ORD000189,20-12-2025,23-12-2025,C042,Customer 475,Female,59,Pune,Maharashtra,P184,Sugar,Grocery,Apple,5,84870,0,127,5,445700.85,Google Pay,Pending,Ecom Express,Returned,Damaged,4
ORD000190,21-11-2025,,C346,Customer 110,Female,34,pune,Maharashtra,P193,Phone,Electronics,Nike,4,141625,1000,381,18,667739.58,COD,,XpressBees,In Transit,,4
ORD000191,07-07-2025,,C053,Customer 280,Male,51,Bengaluru,Karnataka,P070,Rice,Grocery,Boat,4,114494,0,213,18,540663.02,Google Pay,Paid,xpressbees,In Transit,,3
ORD000192,04-04-2025,06-04-2025,C277,Customer 386,Male,63,Hyderabad,Telangana,P097,Sugar,Grocery,Apple,5,5897,5000,384,18,29345.42,Card,Pending,Ecom Express,Delivered,,5
ORD000193,06-08-2025,,C334,Customer 151,Male,33,Hyderabad,Telangana,P135,Earbuds,Electronics,Apple,5,18387,500,434,12,102893.28,Wallet,,Ecom Express,Cancelled,,3
ORD000194,29-07-2025,,C351,Customer 128,Male,52,Bengaluru,Karnataka,P098,T-Shirt,Fashion,Nike,5,122722,1000,429,18,723386.02,COD,,Delhivery,Cancelled,,5
ORD000195,04-09-2024,,C239,Customer 48,Male,65,Bengaluru,Karnataka,P021,Jeans,Fashion,Samsung,4,12958,0,290,18,61503.96,UPI,Pending,Blue Dart,Cancelled,,5
ORD000196,22-10-2024,,C427,Customer 326,Female,26,Hyderabad,Telangana,P094,Cricket Bat,Sports,Nike,5,34150,1000,295,12,190450.4,Google Pay,Paid,XpressBees,Cancelled,,
ORD000197,01-12-2025,,C078,Customer 135,Female,62,Mumbai,Maharashtra,P141,Rice,Grocery,Boat,2,34889,1000,112,18,81290.2,Wallet,Paid,Ecom Express,Cancelled,,4
ORD000198,12-12-2024,,C286,Customer 136,Female,22,Delhi,Delhi,P158,Mixer,Home & Kitchen,LG,1,18668,0,215,12,21148.96,COD,Pending,xpressbees,In Transit,,5
ORD000199,02-11-2025,,C033,Customer 133,Male,65,Bengaluru,Karnataka,P193,Phone,Electronics,Samsung,2,87960,0,132,12,197178.24,Wallet,,Ecom Express,In Transit,,4
ORD000200,03-10-2024,,C410,Customer 147,Female,57,Hyderabad,Telangana,P036,Cookware,Home & Kitchen,Lakme,4,78810,5000,270,5,326035.5,Wallet,Pending,Delhivery,Cancelled,,5
ORD000201,05-02-2025,,C147,Customer 487,Male,35,Chennai,Tamil Nadu,P039,Shoes,Fashion,Boat,2,35843,1000,369,12,79581.6,Wallet,,Delhivery,Cancelled,,5
ORD000202,27-04-2025,,C279,Customer 15,Female,54,Hyderabad,Telangana,P001,Sugar,Grocery,Nike,5,137733,500,424,12,771219.68,Card,,Ecom Express,In Transit,,3
ORD000203,07-01-2025,,C178,Customer 229,Male,24,Delhi,Delhi,P131,Cookware,Home & Kitchen,Lakme,5,73379,5000,362,12,405727.84,COD,Paid,xpressbees,In Transit,,3
ORD000204,16-07-2024,,C105,Customer 449,Female,55,Mumbai,Maharashtra,P026,Cricket Bat,Sports,Boat,2,9612,0,153,18,22864.86,Wallet,Pending,Blue Dart,In Transit,,5
ORD000205,11-10-2025,,C028,Customer 322,Female,32,Mumbai,Maharashtra,P193,Cookware,Home & Kitchen,Nike,3,148474,5000,493,18,520279.7,Wallet,Paid,Ecom Express,Cancelled,,3
ORD000206,08-09-2025,12-09-2025,C119,Customer 319,Male,50,Pune,Maharashtra,P137,Laptop,Electronics,Samsung,4,98797,500,471,12,442578.08,Wallet,Pending,XpressBees,Delivered,,5
ORD000207,19-02-2024,,C433,Customer 141,Female,31,Pune,Maharashtra,P008,T-Shirt,Fashion,LG,4,142365,5000,144,18,666232.72,Wallet,Paid,XpressBees,In Transit,,3
ORD000208,12-04-2025,,C231,Customer 131,Male,29,Pune,Maharashtra,P089,Shoes,Fashion,Puma,4,31429,5000,127,5,126885.15,Net Banking,,Ecom Express,Cancelled,,5
ORD000209,07-11-2025,13-11-2025,C283,Customer 384,Female,38,Mumbai,Maharashtra,P077,Lipstick,Beauty,Apple,3,1066,500,34,5,2868.6,UPI,,xpressbees,Delivered,,3
ORD000210,12-11-2024,,C097,Customer 344,Male,70,Chennai,Tamil Nadu,P024,Mixer,Home & Kitchen,Samsung,3,111274,5000,14,18,388026.48,Net Banking,Paid,xpressbees,Cancelled,,5
ORD000211,01-12-2024,03-12-2024,C321,Customer 81,Male,36,Pune,Maharashtra,P112,Football,Sports,Samsung,3,60076,500,482,5,189220.5,UPI,Paid,XpressBees,Returned,Size Issue,3
ORD000212,05-04-2024,12-04-2024,C237,Customer 2,Female,19,Bengaluru,Karnataka,P159,Oil,Grocery,LG,3,146905,500,210,18,519701.5,Google Pay,Paid,Blue Dart,Delivered,,4
ORD000213,01-09-2025,08-09-2025,C031,Customer 334,Female,21,Bengaluru,Karnataka,P062,Phone,Electronics,Puma,3,7081,5000,13,5,17068.8,Google Pay,,Delhivery,Delivered,,4
ORD000214,18-07-2025,,C365,Customer 429,Female,35,Hyderabad,Telangana,P049,Cricket Bat,Sports,LG,5,117110,5000,142,5,609726.6,Net Banking,,xpressbees,In Transit,,3
ORD000215,23-01-2024,26-01-2024,C004,Customer 304,Male,70,Chennai,Tamil Nadu,P053,Shoes,Fashion,Samsung,5,14496,1000,155,12,80231.2,Wallet,Pending,XpressBees,Delivered,,4
ORD000216,13-02-2025,19-02-2025,C151,Customer 266,Female,25,Bengaluru,Karnataka,P057,Sugar,Grocery,Boat,4,63406,500,138,12,283653.44,UPI,,Ecom Express,Returned,Size Issue,5
ORD000217,25-01-2025,,C237,Customer 90,Male,21,pune,Maharashtra,P047,Rice,Grocery,Lakme,4,25595,500,244,12,114378.88,Card,,Ecom Express,Cancelled,,4
ORD000218,12-01-2025,,C007,Customer 492,Female,41,Bengaluru,Karnataka,P040,Jeans,Fashion,LG,3,65907,500,28,12,220918.88,Wallet,,Delhivery,In Transit,,
ORD000219,12-02-2024,,C302,Customer 198,Male,45,Pune,Maharashtra,P183,Football,Sports,Boat,2,118293,500,31,18,278618.06,COD,Pending,Ecom Express,Cancelled,,4
ORD000220,25-08-2024,,C328,Customer 413,Male,61,pune,Maharashtra,P033,Bottle,Home & Kitchen,Puma,5,57674,0,499,5,303312.45,Google Pay,Pending,Ecom Express,In Transit,,5
ORD000221,28-04-2024,,C282,Customer 3,Female,39,Mumbai,Maharashtra,P142,Sugar,Grocery,LG,5,31090,5000,281,5,158267.55,Card,Paid,xpressbees,Cancelled,,3
ORD000222,07-07-2024,11-07-2024,C219,Customer 117,Male,43,pune,Maharashtra,P020,Oil,Grocery,Nike,4,146503,1000,213,12,655452,Net Banking,Pending,Blue Dart,Delivered,,5
ORD000223,23-03-2024,27-03-2024,C247,Customer 397,Male,26,Mumbai,Maharashtra,P191,Shoes,Fashion,Samsung,3,137556,500,170,12,461818.56,Net Banking,Paid,xpressbees,Returned,Size Issue,5
ORD000224,05-07-2025,06-07-2025,C482,Customer 216,Female,59,Delhi,Delhi,P011,Cricket Bat,Sports,Lakme,2,16922,0,177,5,35722.05,Wallet,Paid,xpressbees,Delivered,,5
ORD000225,09-01-2025,,C293,Customer 154,Male,60,pune,Maharashtra,P060,Rice,Grocery,Samsung,2,54868,1000,278,12,122095.68,Card,Pending,Ecom Express,Cancelled,,4
ORD000226,18-03-2024,23-03-2024,C100,Customer 268,Female,21,Mumbai,Maharashtra,P138,Cookware,Home & Kitchen,LG,2,45987,0,197,12,103231.52,Net Banking,Pending,Delhivery,Returned,Size Issue,5
ORD000227,09-10-2024,10-10-2024,C130,Customer 159,Female,30,pune,Maharashtra,P173,Sugar,Grocery,Boat,3,54926,500,8,5,172500.3,Net Banking,,Ecom Express,Delivered,,3
ORD000228,05-01-2024,12-01-2024,C355,Customer 334,Male,52,Hyderabad,Telangana,P026,T-Shirt,Fashion,Apple,2,131576,500,151,18,310107.54,Net Banking,Paid,Blue Dart,Delivered,,4
ORD000229,29-04-2024,06-05-2024,C423,Customer 66,Female,44,Hyderabad,Telangana,P182,Oil,Grocery,Apple,2,68410,0,286,5,143961.3,Google Pay,Paid,Delhivery,Delivered,,5
ORD000230,04-10-2025,11-10-2025,C243,Customer 109,Female,28,Hyderabad,Telangana,P194,Sugar,Grocery,Puma,2,29488,5000,391,5,57085.35,Net Banking,Paid,Blue Dart,Returned,Wrong Product,5
ORD000231,06-04-2024,09-04-2024,C185,Customer 257,Male,51,Mumbai,Maharashtra,P051,Football,Sports,LG,1,114871,500,324,18,135340.1,Wallet,Paid,Ecom Express,Delivered,,4
ORD000232,12-03-2025,,C074,Customer 176,Male,43,Mumbai,Maharashtra,P179,Phone,Electronics,Lakme,1,124990,500,449,18,147428.02,Google Pay,Paid,xpressbees,Cancelled,,
ORD000233,04-07-2024,,C139,Customer 424,Female,30,Pune,Maharashtra,P072,Football,Sports,LG,2,24089,500,77,5,50142.75,Wallet,,XpressBees,Cancelled,,4
ORD000234,13-02-2025,,C422,Customer 374,Female,57,pune,Maharashtra,P112,Oil,Grocery,Nike,2,64680,5000,128,5,130712.4,Card,,xpressbees,In Transit,,4
ORD000235,19-05-2025,21-05-2025,C228,Customer 251,Female,42,Mumbai,Maharashtra,P087,T-Shirt,Fashion,Samsung,2,110532,1000,497,12,247028.32,Card,,XpressBees,Returned,Size Issue,3
ORD000236,28-12-2025,03-01-2026,C147,Customer 373,Female,41,Mumbai,Maharashtra,P095,Football,Sports,Boat,3,131550,0,209,12,442242.08,Wallet,,Ecom Express,Returned,Wrong Product,3
ORD000237,08-11-2024,09-11-2024,C032,Customer 352,Male,55,Bengaluru,Karnataka,P121,Yoga Mat,Sports,Lakme,5,33167,500,358,5,173977.65,Wallet,,Delhivery,Delivered,,3
ORD000238,01-07-2025,,C150,Customer 311,Male,48,Mumbai,Maharashtra,P176,T-Shirt,Fashion,Puma,3,128718,0,268,5,405743.1,Card,Paid,Ecom Express,Cancelled,,3
ORD000239,27-10-2024,02-11-2024,C175,Customer 28,Female,36,Chennai,Tamil Nadu,P003,Shoes,Fashion,Samsung,4,129467,5000,259,12,574702.24,Wallet,,Ecom Express,Returned,Wrong Product,3
ORD000240,12-04-2024,14-04-2024,C046,Customer 3,Female,66,Mumbai,Maharashtra,P198,Rice,Grocery,Lakme,4,122441,0,206,5,514468.5,Wallet,Pending,Ecom Express,Returned,Size Issue,3
ORD000241,31-03-2025,02-04-2025,C056,Customer 18,Male,30,Mumbai,Maharashtra,P071,Laptop,Electronics,Boat,5,80782,5000,192,18,470940.36,Wallet,Paid,xpressbees,Returned,Size Issue,4
ORD000242,18-11-2024,21-11-2024,C238,Customer 310,Female,23,Pune,Maharashtra,P114,Football,Sports,Lakme,1,57704,5000,428,18,62695.76,COD,Paid,Ecom Express,Returned,Size Issue,3
ORD000243,10-03-2024,14-03-2024,C101,Customer 181,Female,69,Delhi,Delhi,P055,Bottle,Home & Kitchen,Puma,1,61155,1000,324,18,71365.22,COD,Pending,Delhivery,Returned,Size Issue,4
ORD000244,16-09-2025,23-09-2025,C004,Customer 447,Female,36,Chennai,Tamil Nadu,P070,Oil,Grocery,Lakme,4,123914,500,180,12,554776.32,Net Banking,Pending,XpressBees,Delivered,,5
ORD000245,28-07-2025,29-07-2025,C023,Customer 102,Female,51,Hyderabad,Telangana,P137,Oil,Grocery,Lakme,2,13921,500,479,12,31159.52,Google Pay,Pending,xpressbees,Returned,Wrong Product,5
ORD000246,26-03-2024,,C357,Customer 258,Male,21,Chennai,Tamil Nadu,P143,Mixer,Home & Kitchen,Lakme,2,59210,1000,31,18,138592.18,Google Pay,Paid,Delhivery,In Transit,,5
ORD000247,12-01-2025,,C119,Customer 375,Male,66,pune,Maharashtra,P075,Bottle,Home & Kitchen,Nike,5,125674,500,349,18,741298.42,Google Pay,,Blue Dart,Cancelled,,3
ORD000248,27-09-2025,,C253,Customer 55,Female,33,Mumbai,Maharashtra,P164,Oil,Grocery,LG,1,129914,1000,405,12,144837.28,UPI,Pending,XpressBees,Cancelled,,4
ORD000249,08-08-2025,,C389,Customer 332,Female,23,Bengaluru,Karnataka,P196,Football,Sports,Apple,1,68163,1000,266,5,70800.45,UPI,Paid,xpressbees,In Transit,,3
ORD000250,28-01-2024,01-02-2024,C462,Customer 356,Male,42,Delhi,Delhi,P175,Laptop,Electronics,Boat,3,62329,0,60,18,220715.46,Wallet,Pending,Delhivery,Returned,Wrong Product,4
ORD000251,25-05-2025,,C082,Customer 323,Female,64,Mumbai,Maharashtra,P049,Mixer,Home & Kitchen,Lakme,5,68470,5000,342,5,354576.6,COD,Pending,xpressbees,In Transit,,5
ORD000252,29-05-2024,01-06-2024,C217,Customer 317,Male,46,pune,Maharashtra,P036,Earbuds,Electronics,Apple,4,45750,1000,235,18,215037.3,Card,Pending,Ecom Express,Delivered,,3
ORD000253,08-09-2025,,C125,Customer 388,Female,57,Chennai,Tamil Nadu,P134,Cricket Bat,Sports,LG,4,109701,0,56,12,491523.2,COD,,Delhivery,Cancelled,,4
ORD000254,07-07-2025,,C391,Customer 275,Female,58,Hyderabad,Telangana,P089,Laptop,Electronics,Samsung,1,124920,1000,268,5,130397.4,Card,,XpressBees,In Transit,,3
ORD000255,06-12-2025,,C126,Customer 490,Female,63,Bengaluru,Karnataka,P176,Cricket Bat,Sports,Samsung,1,46926,0,362,18,55799.84,COD,,XpressBees,Cancelled,,4
ORD000256,17-05-2025,18-05-2025,C246,Customer 185,Female,46,Chennai,Tamil Nadu,P020,Face Wash,Beauty,Boat,5,92338,5000,94,12,511598.08,Card,Paid,xpressbees,Returned,Damaged,4
ORD000257,03-12-2025,,C492,Customer 25,Male,30,Bengaluru,Karnataka,P133,Phone,Electronics,Lakme,1,91219,0,354,5,96151.65,UPI,Paid,Delhivery,Cancelled,,4
ORD000258,16-04-2025,19-04-2025,C134,Customer 315,Male,69,Pune,Maharashtra,P006,Phone,Electronics,Boat,2,112128,1000,145,18,263613.18,Google Pay,Paid,Ecom Express,Delivered,,4
ORD000259,07-11-2025,12-11-2025,C452,Customer 493,Male,47,Delhi,Delhi,P015,Shoes,Fashion,Apple,2,24318,500,40,5,50584.8,Wallet,Pending,Blue Dart,Delivered,,3
ORD000260,27-03-2024,,C032,Customer 19,Male,29,Pune,Maharashtra,P152,Lipstick,Beauty,Samsung,3,63928,1000,113,5,200441.85,Wallet,,Blue Dart,In Transit,,3
ORD000261,07-04-2025,,C238,Customer 401,Male,68,Mumbai,Maharashtra,P069,Lipstick,Beauty,Apple,5,108868,0,396,5,571972.8,Wallet,,Ecom Express,In Transit,,4
ORD000262,18-04-2025,25-04-2025,C181,Customer 103,Female,41,Pune,Maharashtra,P134,Yoga Mat,Sports,Samsung,4,14884,0,4,18,70257.2,UPI,,Delhivery,Delivered,,3
ORD000263,24-10-2025,,C018,Customer 187,Female,57,Chennai,Tamil Nadu,P015,Sugar,Grocery,LG,1,106333,1000,200,18,124528.94,COD,Paid,Ecom Express,In Transit,,
ORD000264,15-01-2025,16-01-2025,C281,Customer 133,Female,43,Mumbai,Maharashtra,P198,Cricket Bat,Sports,Nike,4,110303,0,169,18,520829.58,Wallet,Paid,xpressbees,Returned,Wrong Product,3
ORD000265,02-01-2025,,C135,Customer 336,Male,43,Pune,Maharashtra,P072,Shoes,Fashion,Lakme,3,114026,0,339,18,404052.06,UPI,,Delhivery,In Transit,,4
ORD000266,25-09-2025,,C414,Customer 267,Male,39,Hyderabad,Telangana,P061,Mixer,Home & Kitchen,Apple,2,135930,1000,343,12,303747.36,Net Banking,,xpressbees,In Transit,,3
ORD000267,06-12-2025,,C116,Customer 495,Male,37,Hyderabad,Telangana,P155,Oil,Grocery,LG,4,34203,5000,19,5,138422.55,Wallet,,XpressBees,In Transit,,4
ORD000268,21-03-2025,26-03-2025,C182,Customer 243,Male,55,Delhi,Delhi,P180,Mixer,Home & Kitchen,Boat,2,130960,1000,478,5,274467.9,COD,,XpressBees,Returned,Size Issue,4
ORD000269,17-07-2024,22-07-2024,C400,Customer 456,Female,40,Mumbai,Maharashtra,P080,Sugar,Grocery,Lakme,5,88262,1000,154,18,519747.52,Wallet,Paid,Ecom Express,Returned,Damaged,5
ORD000270,28-03-2024,03-04-2024,C170,Customer 236,Female,28,Pune,Maharashtra,P001,Oil,Grocery,Samsung,4,22333,5000,26,12,94480.96,Card,Pending,xpressbees,Returned,Size Issue,5
ORD000271,22-09-2025,,C082,Customer 429,Female,21,Hyderabad,Telangana,P098,Mixer,Home & Kitchen,Lakme,4,90442,500,227,5,379569.75,Net Banking,,Ecom Express,In Transit,,4
ORD000272,04-08-2024,,C123,Customer 383,Male,23,Mumbai,Maharashtra,P169,Yoga Mat,Sports,Boat,3,504,1000,310,18,969.96,UPI,Pending,XpressBees,In Transit,,4
ORD000273,15-06-2024,17-06-2024,C271,Customer 372,Female,23,Delhi,Delhi,P005,T-Shirt,Fashion,LG,1,32224,1000,40,5,32827.2,COD,Paid,Ecom Express,Returned,Wrong Product,3
ORD000274,25-08-2024,,C127,Customer 456,Male,43,Delhi,Delhi,P094,Face Wash,Beauty,Lakme,5,70937,1000,191,18,417573.68,UPI,,Ecom Express,In Transit,,3
